sample_id,GENE,PRODUCT,RESISTANCE,country,%COVERAGE,%IDENTITY
ERR1764994,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1764994,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764995,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1764996,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1764996,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,99.29
ERR1764996,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764996,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,96.57
ERR1764996,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,92.89
ERR1764996,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,95.54
ERR1764997,blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,BETA-LACTAM,Kenya,100.0,99.41
ERR1764997,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,99.94
ERR1764997,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,100.0
ERR1764997,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1764997,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764997,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,100.0
ERR1764998,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1764998,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1764998,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764998,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764998,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1764999,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1764999,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1764999,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764999,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764999,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1765000,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765000,tet(K),tetracycline efflux MFS transporter Tet(K),TETRACYCLINE,Kenya,100.0,100.0
ERR1765000,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1765000,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,100.0
ERR1765000,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,99.89
ERR1765000,blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,BETA-LACTAM,Kenya,100.0,99.41
ERR1765001,blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,BETA-LACTAM,Kenya,100.0,99.41
ERR1765001,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,99.94
ERR1765001,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,100.0
ERR1765001,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1765001,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765001,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,100.0
ERR1765002,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1765002,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1765002,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765002,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765002,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1765004,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,99.05
ERR1765004,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765004,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,100.0
ERR1765004,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1765004,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765004,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,99.78
ERR1765005,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,99.78
ERR1765005,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765005,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1765005,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,100.0
ERR1765005,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,99.05
ERR1765006,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765006,tet(K),tetracycline efflux MFS transporter Tet(K),TETRACYCLINE,Kenya,100.0,100.0
ERR1765006,blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,BETA-LACTAM,Kenya,100.0,99.41
ERR1765006,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,99.89
ERR1765006,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,100.0
ERR1765006,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1765007,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765007,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,98.81
ERR1765007,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,99.85
ERR1765007,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,95.28
ERR1765007,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,92.83
ERR1765007,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,96.69
ERR1765008,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,100.0
ERR1765008,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.21
ERR1765008,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765008,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765008,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1765008,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,100.0
ERR1765009,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1765009,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765009,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1765009,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,100.0
ERR1765010,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1765010,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,99.76
ERR1765010,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1765010,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.1
ERR1765010,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.95
ERR1765011,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,99.93,98.23
ERR1765011,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1765011,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1765011,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765012,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1765012,tet(K),tetracycline efflux MFS transporter Tet(K),TETRACYCLINE,Kenya,100.0,100.0
ERR1765012,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765012,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,96.57
ERR1765012,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,92.89
ERR1765012,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,95.54
ERR1765012,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,99.29
ERR1765013,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1765013,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765013,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1765013,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1765014,blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,BETA-LACTAM,Kenya,100.0,99.41
ERR1765014,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,99.94
ERR1765014,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,100.0
ERR1765014,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1765014,erm(C),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),MACROLIDE,Kenya,100.0,100.0
ERR1765014,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765014,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,100.0
ERR1765015,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1765015,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.76
ERR1765015,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1765015,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765016,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765016,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1765016,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765016,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.21
ERR1765016,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,100.0
ERR1765016,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,100.0
ERR1765017,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765017,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1765017,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1765017,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1765017,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765018,blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,BETA-LACTAM,Kenya,100.0,99.41
ERR1765018,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,99.94
ERR1765018,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,100.0
ERR1765018,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1765018,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765018,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,100.0
ERR1765019,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1765019,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1765019,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1765019,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765020,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1765020,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765020,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1765020,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1765021,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1765021,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765021,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,96.57
ERR1765021,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,92.89
ERR1765021,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,95.54
ERR1765021,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,99.29
ERR1765022,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1765022,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1765022,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765022,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1765022,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765023,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1765023,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1765023,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1765023,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765024,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765024,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1765024,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,100.0
ERR1765024,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1765024,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,99.76,99.05
ERR1765025,blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,BETA-LACTAM,Kenya,100.0,99.41
ERR1765025,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,99.94
ERR1765025,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,100.0
ERR1765025,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1765025,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765025,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,100.0
ERR1765026,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,100.0
ERR1765026,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1765026,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765026,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1765026,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,99.76,99.05
ERR1765027,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1765027,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1765027,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765027,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1765027,tet(K),tetracycline efflux MFS transporter Tet(K),TETRACYCLINE,Kenya,100.0,100.0
ERR1765028,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1765028,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1765028,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1765028,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765029,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,96.69
ERR1765029,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,92.61
ERR1765029,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,95.01
ERR1765029,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,99.19
ERR1765030,tet(K),tetracycline efflux MFS transporter Tet(K),TETRACYCLINE,Kenya,100.0,100.0
ERR1765030,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1765030,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765030,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,96.69
ERR1765030,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,92.61
ERR1765030,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,95.01
ERR1765030,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,99.76
ERR1765031,vga(A),ABC-F type ribosomal protection protein Vga(A),LINCOSAMIDE,Kenya,100.0,99.87
ERR1765031,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765031,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1765031,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,100.0
ERR1765031,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1765031,dfrC,trimethoprim-resistant dihydrofolate reductase DfrC,TRIMETHOPRIM,Kenya,100.0,98.97
ERR1765031,mecA,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,METHICILLIN,Kenya,100.0,100.0
ERR1765032,blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,BETA-LACTAM,Kenya,100.0,99.41
ERR1765032,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,99.94
ERR1765032,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,100.0
ERR1765032,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1765032,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765032,tet(K),tetracycline efflux MFS transporter Tet(K),TETRACYCLINE,Kenya,88.33,100.0
ERR1765032,erm(C),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),MACROLIDE,Kenya,100.0,100.0
ERR1765032,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,100.0
ERR1765033,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,99.19
ERR1765033,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,95.01
ERR1765033,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,92.61
ERR1765033,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,96.69
ERR1765034,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1765034,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1765034,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1765034,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765035,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1765035,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765035,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,96.57
ERR1765035,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,92.89
ERR1765035,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,95.54
ERR1765035,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,99.29
ERR1765036,blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,BETA-LACTAM,Kenya,100.0,99.41
ERR1765036,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,99.94
ERR1765036,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,100.0
ERR1765036,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1765036,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765036,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,100.0
ERR1765037,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1765037,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765037,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1765037,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1765038,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765038,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,98.81
ERR1765038,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,99.85
ERR1765038,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,96.81
ERR1765038,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,92.83
ERR1765038,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,95.28
ERR1765039,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765039,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1765039,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1765039,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765039,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1765040,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1765040,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,100.0
ERR1765040,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1765040,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1765041,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1765041,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1765041,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
